-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51745,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28353,1.11094,-1.43994,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51745,
-1.95139,-1.28354,1.11095,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43994,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51745,
-1.95139,-1.28354,1.11094,-1.43993,-1.56008,-1.51744,
-1.95139,-1.28353,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28353,1.11094,-1.43994,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56008,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51746,
-1.95139,-1.28354,1.11095,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56008,-1.51745,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43994,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43994,-1.56008,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56008,-1.51744,
-1.95139,-1.28354,1.11094,-1.43994,-1.56008,-1.51745,
-1.95139,-1.28354,1.11095,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28353,1.11095,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56008,-1.51744,
-1.95139,-1.28354,1.11094,-1.43994,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56008,-1.51745,
-1.95139,-1.28354,1.11094,-1.43993,-1.56008,-1.51745,
-1.95139,-1.28354,1.11095,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56008,-1.51744,
-1.9514,-1.28354,1.11094,-1.43994,-1.56007,-1.51745,
-1.95139,-1.28353,1.11094,-1.43993,-1.56007,-1.51745,
-1.95139,-1.28354,1.11094,-1.43994,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43994,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56008,-1.51745,
-1.95139,-1.28354,1.11094,-1.43994,-1.56008,-1.51745,
-1.95139,-1.28353,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43994,-1.56007,-1.51745,
-1.95139,-1.28354,1.11094,-1.43993,-1.56008,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56008,-1.51745,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43994,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43994,-1.56007,-1.51745,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28353,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43994,-1.56007,-1.51744,
-1.95139,-1.28354,1.11095,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43994,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51745,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51745,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11095,-1.43994,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43994,-1.56007,-1.51744,
-1.95139,-1.28353,1.11094,-1.43993,-1.56007,-1.51745,
-1.95139,-1.28354,1.11094,-1.43993,-1.56008,-1.51744,
-1.95139,-1.28354,1.11095,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28353,1.11094,-1.43993,-1.56007,-1.51745,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51745,
-1.95139,-1.28353,1.11094,-1.43993,-1.56008,-1.51744,
-1.95139,-1.28354,1.11094,-1.43994,-1.56008,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28353,1.11095,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28353,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51745,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51745,
-1.95139,-1.28353,1.11094,-1.43993,-1.56007,-1.51745,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51745,
-1.95139,-1.28353,1.11094,-1.43993,-1.56008,-1.51745,
-1.95139,-1.28354,1.11095,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56008,-1.51745,
-1.95139,-1.28354,1.11094,-1.43993,-1.56008,-1.51745,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51745,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51745,
-1.95139,-1.28354,1.11094,-1.43993,-1.56008,-1.51745,
-1.95139,-1.28353,1.11094,-1.43993,-1.56008,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11095,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51745,
-1.95139,-1.28354,1.11095,-1.43993,-1.56007,-1.51745,
-1.95139,-1.28354,1.11094,-1.43994,-1.56008,-1.51744,
-1.95139,-1.28354,1.11095,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11095,-1.43993,-1.56007,-1.51746,
-1.95139,-1.28354,1.11095,-1.43993,-1.56007,-1.51745,
-1.95139,-1.28354,1.11095,-1.43993,-1.56007,-1.51745,
-1.95139,-1.28354,1.11094,-1.43993,-1.56008,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51744,
-1.95139,-1.28354,1.11094,-1.43994,-1.56007,-1.51744,
-1.95139,-1.28354,1.11095,-1.43993,-1.56008,-1.51744,
-1.95139,-1.28354,1.11094,-1.43993,-1.56007,-1.51745,
